timestamp,event_name,event_type,department,rating,feedback_comment,satisfaction_bucket,comment_length,word_count,sentiment_score,sentiment_label
03-03-2025 20:28,Campus Problem Solver,Hackathon,IT,4,"Campus Problem Solver (Hackathon) was learnt a lot, very engaging, good pace.",High,77,12,0.489,Positive
06-01-2025 23:24,Campus AI Day,Tech Fest,CE,4,"Campus AI Day (Tech Fest) was hands-on and practical, interactive sessions, clear slides.",High,89,13,0.3818,Positive
05-07-2025 00:29,ByteBlast Coding Games,Tech Fest,ME,5,"ByteBlast Coding Games (Tech Fest) was excellent speakers, interactive sessions, inspiring.",High,91,11,0.7579,Positive
07-11-2024 17:46,The Entrepreneur’s Journey,Guest Lecture,BIO,5,"The Entrepreneur’s Journey (Guest Lecture) was great venue, well organized.",High,75,10,0.7351,Positive
26-08-2024 20:17,ByteBlast Coding Games,Tech Fest,ECE,4,"ByteBlast Coding Games (Tech Fest) was hands-on and practical, very engaging, inspiring.",High,88,12,0.6976,Positive
29-01-2025 06:03,Python for Data Science,Workshop,BIO,4,"Python for Data Science (Workshop) was great venue, good pace.",High,62,10,0.7906,Positive
04-11-2024 17:29,FinTech Innovation Sprint,Hackathon,BIO,2,"FinTech Innovation Sprint (Hackathon) had issues with timing, audio, food.",Low,74,10,0.3818,Positive
05-03-2025 17:19,24hr HealthTech Hack,Hackathon,CHE,4,"24hr HealthTech Hack (Hackathon) was very engaging, learnt a lot, hands-on and practical.",High,89,13,0.4005,Positive
27-12-2024 04:14,Startup Funding 101,Guest Lecture,IT,3,"Startup Funding 101 (Guest Lecture) was slides were decent, topics were fine.",Medium,77,12,0.2023,Positive
05-08-2025 22:11,Power BI Essentials,Workshop,ECE,4,"Power BI Essentials (Workshop) was inspiring, good pace.",High,56,8,0.6908,Positive
15-05-2025 18:28,Green Energy Futures,Seminar,CSE,3,"Green Energy Futures (Seminar) was room was adequate, timing was manageable.",Medium,76,11,0.4588,Positive
29-07-2025 20:19,FinTech Innovation Sprint,Hackathon,CE,3,"FinTech Innovation Sprint (Hackathon) was could be more interactive, okay overall.",Medium,82,11,0.5829,Positive
11-01-2025 02:19,Cybersecurity Basics,Workshop,IT,2,"Cybersecurity Basics (Workshop) had issues with timing, seating.",Low,64,8,0,Neutral
10-08-2025 02:21,Smart City Hack,Hackathon,CSE,5,"Smart City Hack (Hackathon) was useful takeaways, inspiring.",High,60,8,0.8126,Positive
08-10-2024 03:51,Trends in 5G,Seminar,CE,1,Trends in 5G (Seminar) had issues with too basic.,Low,49,9,0,Neutral
18-07-2025 19:56,Design Thinking in Practice,Seminar,CSE,2,Design Thinking in Practice (Seminar) had issues with audio.,Low,60,9,0,Neutral
19-07-2025 05:34,Rhythm & Beats Night,Cultural Fest,ME,4,"Rhythm & Beats Night (Cultural Fest) was learnt a lot, great venue, clear slides.",High,81,14,0.7717,Positive
12-09-2024 00:57,Smart City Hack,Hackathon,CSE,5,"Smart City Hack (Hackathon) was great venue, very engaging, hands-on and practical.",High,83,12,0.8588,Positive
27-05-2025 22:32,Campus Problem Solver,Hackathon,EEE,4,"Campus Problem Solver (Hackathon) was learnt a lot, useful takeaways, very engaging.",High,84,12,0.4391,Positive
10-11-2024 00:30,Space Tech & You,Guest Lecture,EEE,4,"Space Tech & You (Guest Lecture) was excellent speakers, clear slides.",High,70,11,0.743,Positive
08-05-2025 23:58,Leadership & Teams,Seminar,MBA,1,"Leadership & Teams (Seminar) had issues with timing, air conditioning.",Low,70,10,0,Neutral
24-09-2024 03:46,Python for Data Science,Workshop,AE,4,"Python for Data Science (Workshop) was useful takeaways, learnt a lot, great venue.",High,83,13,0.7906,Positive
13-01-2025 22:38,Smart City Hack,Hackathon,CHE,4,"Smart City Hack (Hackathon) was clear slides, very engaging, useful takeaways.",High,78,11,0.8799,Positive
25-07-2025 18:14,Product Management Myths,Guest Lecture,ECE,1,Product Management Myths (Guest Lecture) had issues with too advanced.,Low,70,10,0.25,Positive
28-11-2024 18:14,Intro to Machine Learning,Workshop,CSE,5,"Intro to Machine Learning (Workshop) was excellent speakers, inspiring.",High,71,9,0.7579,Positive
31-12-2024 17:35,Art & Craft Pop-up,Cultural Fest,IT,5,"Art & Craft Pop-up (Cultural Fest) was clear slides, useful takeaways, interactive sessions.",High,92,13,0.6705,Positive
24-07-2025 01:11,Figma for Beginners,Workshop,ECE,3,"Figma for Beginners (Workshop) was okay overall, average experience.",Medium,68,9,0.2263,Positive
21-09-2024 02:29,Campus AI Day,Tech Fest,CSE,5,"Campus AI Day (Tech Fest) was clear slides, good pace, great venue.",High,67,12,0.8625,Positive
10-10-2024 18:58,Rhythm & Beats Night,Cultural Fest,ECE,4,"Rhythm & Beats Night (Cultural Fest) was excellent speakers, learnt a lot, clear slides.",High,88,14,0.743,Positive
19-05-2025 03:27,Figma for Beginners,Workshop,IT,3,"Figma for Beginners (Workshop) was average experience, slides were decent.",Medium,74,10,0,Neutral
03-06-2025 23:59,Art & Craft Pop-up,Cultural Fest,ME,3,"Art & Craft Pop-up (Cultural Fest) was timing was manageable, room was adequate.",Medium,80,13,0.2263,Positive
14-10-2024 20:02,IoT & Robotics Arena,Tech Fest,AE,4,"IoT & Robotics Arena (Tech Fest) was interactive sessions, inspiring, good pace.",High,80,12,0.6908,Positive
26-06-2025 01:11,Figma for Beginners,Workshop,IT,4,"Figma for Beginners (Workshop) was interactive sessions, very engaging, clear slides.",High,85,11,0.6779,Positive
04-02-2025 02:27,Careers in Data,Seminar,CHE,5,"Careers in Data (Seminar) was great venue, good pace, interactive sessions.",High,75,11,0.7906,Positive
23-02-2025 00:40,Dance Mania,Cultural Fest,CE,1,"Dance Mania (Cultural Fest) had issues with too advanced, wifi.",Low,63,10,0.25,Positive
30-10-2024 21:12,24hr HealthTech Hack,Hackathon,CSE,5,"24hr HealthTech Hack (Hackathon) was useful takeaways, well organized, clear slides.",High,84,11,0.765,Positive
11-05-2025 01:48,Green Energy Futures,Seminar,CE,5,"Green Energy Futures (Seminar) was well organized, hands-on and practical, clear slides.",High,88,12,0.7003,Positive
20-02-2025 19:20,Colours of India,Cultural Fest,ECE,3,"Colours of India (Cultural Fest) was okay overall, topics were fine.",Medium,68,11,0.4019,Positive
22-01-2025 18:48,Careers in Data,Seminar,AE,4,"Careers in Data (Seminar) was learnt a lot, hands-on and practical.",High,67,11,0,Neutral
19-11-2024 01:04,Campus Problem Solver,Hackathon,CE,2,"Campus Problem Solver (Hackathon) had issues with food, audio, too basic.",Low,73,11,-0.4019,Negative
22-01-2025 17:58,UX Research in the Wild,Guest Lecture,AE,5,"UX Research in the Wild (Guest Lecture) was useful takeaways, interactive sessions.",High,83,12,0.4404,Positive
02-04-2025 00:11,Fusion Music Evening,Cultural Fest,ECE,5,"Fusion Music Evening (Cultural Fest) was great venue, supportive volunteers.",High,76,10,0.743,Positive
05-03-2025 17:31,ByteBlast Coding Games,Tech Fest,AE,5,"ByteBlast Coding Games (Tech Fest) was interactive sessions, supportive volunteers.",High,83,10,0.296,Positive
07-05-2025 04:26,Rhythm & Beats Night,Cultural Fest,MBA,2,"Rhythm & Beats Night (Cultural Fest) had issues with crowd, seating, audio.",Low,75,12,0,Neutral
07-10-2024 20:39,Python for Data Science,Workshop,IT,4,"Python for Data Science (Workshop) was useful takeaways, supportive volunteers, clear slides.",High,93,12,0.7717,Positive
04-10-2024 00:48,The Future of EVs,Seminar,ME,3,"The Future of EVs (Seminar) was average experience, could be more interactive.",Medium,78,12,0,Neutral
04-10-2024 23:44,AI Ethics in Industry,Guest Lecture,CHE,3,"AI Ethics in Industry (Guest Lecture) was topics were fine, could be more interactive.",Medium,86,14,0.2023,Positive
02-12-2024 00:37,Smart City Hack,Hackathon,ME,3,"Smart City Hack (Hackathon) was topics were fine, timing was manageable.",Medium,72,11,0.5423,Positive
06-01-2025 05:39,The Entrepreneur’s Journey,Guest Lecture,CE,4,"The Entrepreneur’s Journey (Guest Lecture) was learnt a lot, excellent speakers.",High,80,11,0.5719,Positive
21-03-2025 23:35,Design Thinking in Practice,Seminar,AE,4,"Design Thinking in Practice (Seminar) was excellent speakers, interactive sessions.",High,83,10,0.5719,Positive
23-07-2025 18:01,Green Energy Futures,Seminar,MBA,3,"Green Energy Futures (Seminar) was could be more interactive, timing was manageable.",Medium,84,12,0.2732,Positive
04-04-2025 18:11,Green Energy Futures,Seminar,MBA,2,"Green Energy Futures (Seminar) had issues with too basic, crowd, seating.",Low,73,11,0.2732,Positive
19-10-2024 04:15,Intro to Machine Learning,Workshop,MBA,4,"Intro to Machine Learning (Workshop) was supportive volunteers, excellent speakers.",High,83,10,0.7096,Positive
26-01-2025 00:42,Figma for Beginners,Workshop,ME,4,"Figma for Beginners (Workshop) was well organized, great venue, excellent speakers.",High,83,11,0.872,Positive
17-05-2025 05:28,FutureTech Showcase,Tech Fest,CE,4,"FutureTech Showcase (Tech Fest) was learnt a lot, clear slides.",High,63,10,0.3818,Positive
03-03-2025 03:09,Fusion Music Evening,Cultural Fest,AE,2,"Fusion Music Evening (Cultural Fest) had issues with seating, air conditioning, timing.",Low,87,12,0,Neutral
14-01-2025 21:02,The Entrepreneur’s Journey,Guest Lecture,CSE,2,"The Entrepreneur’s Journey (Guest Lecture) had issues with seating, timing.",Low,75,10,0,Neutral
26-08-2024 18:36,The Entrepreneur’s Journey,Guest Lecture,EEE,5,"The Entrepreneur’s Journey (Guest Lecture) was inspiring, interactive sessions.",High,79,9,0.4215,Positive
19-01-2025 03:36,Product Management Myths,Guest Lecture,MBA,1,Product Management Myths (Guest Lecture) had issues with timing.,Low,64,9,0,Neutral
24-06-2025 01:17,Power BI Essentials,Workshop,CHE,4,"Power BI Essentials (Workshop) was great venue, inspiring.",High,58,8,0.7845,Positive
27-12-2024 01:31,Intro to Machine Learning,Workshop,CHE,5,"Intro to Machine Learning (Workshop) was clear slides, well organized, interactive sessions.",High,92,12,0.5719,Positive
07-08-2025 22:34,The Future of EVs,Seminar,IT,4,"The Future of EVs (Seminar) was well organized, great venue.",High,60,10,0.7351,Positive
23-09-2024 03:28,Product Management Myths,Guest Lecture,CE,3,"Product Management Myths (Guest Lecture) was timing was manageable, could be more interactive.",Medium,94,13,0,Neutral
12-03-2025 03:20,24hr HealthTech Hack,Hackathon,CHE,5,"24hr HealthTech Hack (Hackathon) was learnt a lot, very engaging, great venue.",High,78,12,0.7947,Positive
11-06-2025 19:39,IoT & Robotics Arena,Tech Fest,IT,4,"IoT & Robotics Arena (Tech Fest) was good pace, learnt a lot.",High,61,12,0.4404,Positive
28-10-2024 20:53,Leadership & Teams,Seminar,MBA,3,"Leadership & Teams (Seminar) was topics were fine, timing was manageable.",Medium,73,11,0.2023,Positive
10-08-2025 05:09,Figma for Beginners,Workshop,CHE,4,"Figma for Beginners (Workshop) was very engaging, hands-on and practical.",High,73,10,0.4005,Positive
10-11-2024 22:16,Colours of India,Cultural Fest,IT,4,"Colours of India (Cultural Fest) was interactive sessions, useful takeaways.",High,76,10,0.4404,Positive
07-09-2024 05:32,Dance Mania,Cultural Fest,ECE,5,"Dance Mania (Cultural Fest) was great venue, very engaging.",High,59,9,0.7778,Positive
08-11-2024 05:24,Sustainability Hack Night,Hackathon,EEE,5,"Sustainability Hack Night (Hackathon) was supportive volunteers, interactive sessions, hands-on and practical.",High,110,12,0.296,Positive
03-07-2025 21:50,ByteBlast Coding Games,Tech Fest,ME,3,"ByteBlast Coding Games (Tech Fest) was okay overall, timing was manageable.",Medium,75,11,0.2263,Positive
04-09-2024 22:17,Dance Mania,Cultural Fest,CE,4,"Dance Mania (Cultural Fest) was learnt a lot, interactive sessions.",High,67,10,0,Neutral
24-11-2024 23:43,Space Tech & You,Guest Lecture,ME,4,"Space Tech & You (Guest Lecture) was supportive volunteers, interactive sessions, great venue.",High,94,13,0.743,Positive
20-03-2025 05:12,Smart City Hack,Hackathon,ME,4,"Smart City Hack (Hackathon) was learnt a lot, well organized.",High,61,10,0.5859,Positive
04-12-2024 05:25,The Future of EVs,Seminar,CE,3,"The Future of EVs (Seminar) was room was adequate, slides were decent.",Medium,70,12,0.2263,Positive
26-12-2024 23:37,ByteBlast Coding Games,Tech Fest,BIO,2,"ByteBlast Coding Games (Tech Fest) had issues with too basic, audio, projector.",Low,79,12,0,Neutral
23-06-2025 01:45,Cloud & DevOps Fair,Tech Fest,IT,5,"Cloud & DevOps Fair (Tech Fest) was good pace, useful takeaways, interactive sessions.",High,86,13,0.7964,Positive
12-09-2024 20:45,UX Research in the Wild,Guest Lecture,CSE,5,"UX Research in the Wild (Guest Lecture) was inspiring, supportive volunteers.",High,77,11,0.6124,Positive
27-11-2024 21:40,Fusion Music Evening,Cultural Fest,CSE,5,"Fusion Music Evening (Cultural Fest) was clear slides, interactive sessions, well organized.",High,92,12,0.5719,Positive
01-07-2025 17:56,FinTech Innovation Sprint,Hackathon,EEE,5,"FinTech Innovation Sprint (Hackathon) was very engaging, good pace, hands-on and practical.",High,91,12,0.8162,Positive
10-04-2025 18:58,Colours of India,Cultural Fest,BIO,3,"Colours of India (Cultural Fest) was slides were decent, room was adequate.",Medium,75,12,0.2263,Positive
04-02-2025 00:13,Rhythm & Beats Night,Cultural Fest,ME,4,"Rhythm & Beats Night (Cultural Fest) was good pace, supportive volunteers.",High,74,11,0.6249,Positive
28-12-2024 22:56,Power BI Essentials,Workshop,AE,4,"Power BI Essentials (Workshop) was inspiring, excellent speakers.",High,65,8,0.7579,Positive
24-10-2024 18:19,UX Research in the Wild,Guest Lecture,ME,3,"UX Research in the Wild (Guest Lecture) was room was adequate, slides were decent.",Medium,82,14,0.2263,Positive
11-05-2025 02:22,Space Tech & You,Guest Lecture,MBA,5,"Space Tech & You (Guest Lecture) was clear slides, good pace.",High,61,11,0.6705,Positive
08-06-2025 04:07,Campus Problem Solver,Hackathon,IT,4,"Campus Problem Solver (Hackathon) was very engaging, great venue.",High,65,9,0.6566,Positive
24-03-2025 21:31,Intro to Machine Learning,Workshop,ME,4,"Intro to Machine Learning (Workshop) was supportive volunteers, well organized.",High,79,10,0.5106,Positive
03-12-2024 17:51,Space Tech & You,Guest Lecture,EEE,4,"Space Tech & You (Guest Lecture) was excellent speakers, very engaging.",High,71,11,0.7501,Positive
30-06-2025 00:27,Trends in 5G,Seminar,BIO,4,"Trends in 5G (Seminar) was inspiring, clear slides, well organized.",High,67,10,0.7579,Positive
26-06-2025 02:12,Figma for Beginners,Workshop,BIO,4,"Figma for Beginners (Workshop) was good pace, inspiring, excellent speakers.",High,76,10,0.8555,Positive
16-09-2024 19:21,Figma for Beginners,Workshop,EEE,2,"Figma for Beginners (Workshop) had issues with air conditioning, too advanced, registration.",Low,92,12,0.25,Positive
30-07-2025 03:05,IoT & Robotics Arena,Tech Fest,MBA,5,"IoT & Robotics Arena (Tech Fest) was very engaging, well organized.",High,67,11,0.6214,Positive
16-10-2024 23:23,Stagecraft Theatre,Cultural Fest,MBA,3,"Stagecraft Theatre (Cultural Fest) was okay overall, slides were decent.",Medium,72,10,0.2263,Positive
22-02-2025 17:17,Cybersecurity Basics,Workshop,EEE,5,"Cybersecurity Basics (Workshop) was inspiring, useful takeaways.",High,64,7,0.6908,Positive
24-09-2024 21:42,Careers in Data,Seminar,MBA,4,"Careers in Data (Seminar) was excellent speakers, good pace, clear slides.",High,74,11,0.8481,Positive
08-12-2024 04:25,Python for Data Science,Workshop,EEE,4,"Python for Data Science (Workshop) was clear slides, good pace, supportive volunteers.",High,86,12,0.7717,Positive
16-01-2025 23:50,Rhythm & Beats Night,Cultural Fest,ECE,4,"Rhythm & Beats Night (Cultural Fest) was inspiring, useful takeaways.",High,69,10,0.6908,Positive
19-02-2025 19:51,Careers in Data,Seminar,CHE,3,"Careers in Data (Seminar) was timing was manageable, slides were decent.",Medium,72,11,0,Neutral
20-12-2024 04:30,Fusion Music Evening,Cultural Fest,CHE,5,"Fusion Music Evening (Cultural Fest) was inspiring, very engaging, useful takeaways.",High,84,11,0.8258,Positive
22-10-2024 05:06,Python for Data Science,Workshop,ECE,4,"Python for Data Science (Workshop) was inspiring, interactive sessions.",High,71,9,0.4215,Positive
05-06-2025 05:52,Figma for Beginners,Workshop,IT,4,"Figma for Beginners (Workshop) was well organized, great venue, interactive sessions.",High,85,11,0.7351,Positive
26-01-2025 21:44,Python for Data Science,Workshop,CE,2,"Python for Data Science (Workshop) had issues with wifi, projector, food.",Low,73,11,0,Neutral
08-02-2025 22:37,Stagecraft Theatre,Cultural Fest,CSE,2,Stagecraft Theatre (Cultural Fest) had issues with air conditioning.,Low,68,9,0,Neutral
29-11-2024 23:05,The Entrepreneur’s Journey,Guest Lecture,AE,2,The Entrepreneur’s Journey (Guest Lecture) had issues with seating.,Low,67,9,0,Neutral
25-04-2025 19:52,Design Thinking in Practice,Seminar,BIO,4,"Design Thinking in Practice (Seminar) was well organized, interactive sessions, very engaging.",High,94,12,0.5849,Positive
20-09-2024 01:31,Campus Problem Solver,Hackathon,MBA,3,"Campus Problem Solver (Hackathon) was topics were fine, slides were decent.",Medium,75,11,-0.2263,Negative
31-08-2024 20:48,Art & Craft Pop-up,Cultural Fest,MBA,3,"Art & Craft Pop-up (Cultural Fest) was timing was manageable, slides were decent.",Medium,81,13,0,Neutral
06-09-2024 22:36,Product Management Myths,Guest Lecture,MBA,4,"Product Management Myths (Guest Lecture) was very engaging, hands-on and practical.",High,83,11,0.4005,Positive
22-06-2025 19:07,The Entrepreneur’s Journey,Guest Lecture,ME,2,"The Entrepreneur’s Journey (Guest Lecture) had issues with crowd, venue, seating.",Low,81,11,0,Neutral
08-01-2025 23:17,Design Thinking in Practice,Seminar,MBA,3,"Design Thinking in Practice (Seminar) was room was adequate, okay overall.",Medium,74,11,0.4215,Positive
23-01-2025 19:19,Smart City Hack,Hackathon,MBA,4,"Smart City Hack (Hackathon) was hands-on and practical, learnt a lot, clear slides.",High,83,13,0.6486,Positive
04-09-2024 05:42,Trends in 5G,Seminar,CE,5,"Trends in 5G (Seminar) was inspiring, clear slides.",High,51,8,0.6597,Positive
05-02-2025 20:01,Colours of India,Cultural Fest,CE,4,"Colours of India (Cultural Fest) was inspiring, clear slides, hands-on and practical.",High,85,12,0.6597,Positive
10-09-2024 00:36,Cloud & DevOps Fair,Tech Fest,ME,3,"Cloud & DevOps Fair (Tech Fest) was average experience, room was adequate.",Medium,74,12,0.4939,Positive
09-08-2025 03:07,The Entrepreneur’s Journey,Guest Lecture,ECE,4,"The Entrepreneur’s Journey (Guest Lecture) was hands-on and practical, well organized.",High,86,11,0.2732,Positive
26-07-2025 04:31,FutureTech Showcase,Tech Fest,BIO,4,"FutureTech Showcase (Tech Fest) was excellent speakers, clear slides.",High,69,9,0.743,Positive
28-11-2024 21:29,Cloud & DevOps Fair,Tech Fest,EEE,2,"Cloud & DevOps Fair (Tech Fest) had issues with registration, audio, projector.",Low,79,12,0.3182,Positive
10-11-2024 21:19,Stagecraft Theatre,Cultural Fest,BIO,4,"Stagecraft Theatre (Cultural Fest) was hands-on and practical, very engaging.",High,77,10,0.4005,Positive
18-02-2025 01:32,Cloud & DevOps Fair,Tech Fest,CHE,2,"Cloud & DevOps Fair (Tech Fest) had issues with food, registration, too advanced.",Low,81,13,0.5106,Positive
29-01-2025 03:09,Green Energy Futures,Seminar,EEE,1,"Green Energy Futures (Seminar) had issues with registration, seating, food.",Low,75,10,0.2732,Positive
06-09-2024 01:09,Leadership & Teams,Seminar,BIO,2,Leadership & Teams (Seminar) had issues with seating.,Low,53,8,0,Neutral
10-03-2025 19:57,AI Ethics in Industry,Guest Lecture,ECE,4,"AI Ethics in Industry (Guest Lecture) was well organized, excellent speakers, good pace.",High,88,13,0.8271,Positive
28-01-2025 23:04,Dance Mania,Cultural Fest,BIO,3,"Dance Mania (Cultural Fest) was timing was manageable, could be more interactive.",Medium,81,12,0,Neutral
08-06-2025 19:17,Cybersecurity Basics,Workshop,CHE,3,"Cybersecurity Basics (Workshop) was okay overall, topics were fine.",Medium,67,9,0.4019,Positive
18-07-2025 05:01,Space Tech & You,Guest Lecture,ECE,2,"Space Tech & You (Guest Lecture) had issues with wifi, air conditioning.",Low,72,12,0,Neutral
03-07-2025 22:10,Sustainability Hack Night,Hackathon,CE,2,Sustainability Hack Night (Hackathon) had issues with seating.,Low,62,8,0,Neutral
06-09-2024 18:42,The Future of EVs,Seminar,ME,5,"The Future of EVs (Seminar) was great venue, inspiring, interactive sessions.",High,77,11,0.7845,Positive
28-06-2025 02:20,FutureTech Showcase,Tech Fest,BIO,4,"FutureTech Showcase (Tech Fest) was very engaging, hands-on and practical, great venue.",High,87,12,0.7778,Positive
20-07-2025 19:02,Rhythm & Beats Night,Cultural Fest,IT,5,"Rhythm & Beats Night (Cultural Fest) was great venue, clear slides.",High,67,11,0.7717,Positive
21-03-2025 20:51,Leadership & Teams,Seminar,BIO,3,"Leadership & Teams (Seminar) was topics were fine, timing was manageable.",Medium,73,11,0.2023,Positive
07-12-2024 04:49,Figma for Beginners,Workshop,ME,4,"Figma for Beginners (Workshop) was good pace, excellent speakers, great venue.",High,78,11,0.8934,Positive
28-07-2025 03:16,Sustainability Hack Night,Hackathon,AE,4,"Sustainability Hack Night (Hackathon) was clear slides, learnt a lot, very engaging.",High,84,12,0.6478,Positive
16-04-2025 22:47,UX Research in the Wild,Guest Lecture,AE,4,"UX Research in the Wild (Guest Lecture) was excellent speakers, useful takeaways, interactive sessions.",High,103,14,0.765,Positive
27-09-2024 02:18,Campus AI Day,Tech Fest,ME,3,"Campus AI Day (Tech Fest) was could be more interactive, topics were fine.",Medium,74,13,0.2023,Positive
26-07-2025 17:17,The Entrepreneur’s Journey,Guest Lecture,IT,1,"The Entrepreneur’s Journey (Guest Lecture) had issues with too basic, air conditioning.",Low,87,12,0,Neutral
07-11-2024 00:46,Intro to Machine Learning,Workshop,AE,4,"Intro to Machine Learning (Workshop) was very engaging, interactive sessions.",High,77,10,0.4005,Positive
05-08-2025 22:31,The Future of EVs,Seminar,AE,2,"The Future of EVs (Seminar) had issues with too basic, registration, air conditioning.",Low,86,13,0,Neutral
16-06-2025 17:51,Art & Craft Pop-up,Cultural Fest,EEE,4,"Art & Craft Pop-up (Cultural Fest) was supportive volunteers, great venue, excellent speakers.",High,94,13,0.875,Positive
18-09-2024 17:57,Fusion Music Evening,Cultural Fest,ME,4,"Fusion Music Evening (Cultural Fest) was well organized, great venue, clear slides.",High,83,12,0.8316,Positive
06-09-2024 20:39,Stagecraft Theatre,Cultural Fest,ECE,3,"Stagecraft Theatre (Cultural Fest) was slides were decent, could be more interactive.",Medium,85,12,0,Neutral
05-03-2025 23:46,The Entrepreneur’s Journey,Guest Lecture,IT,4,"The Entrepreneur’s Journey (Guest Lecture) was supportive volunteers, good pace, interactive sessions.",High,102,12,0.6249,Positive
27-11-2024 01:36,Cybersecurity Basics,Workshop,ME,3,"Cybersecurity Basics (Workshop) was topics were fine, average experience.",Medium,73,9,0.2023,Positive
29-10-2024 17:16,The Future of EVs,Seminar,ME,2,"The Future of EVs (Seminar) had issues with air conditioning, seating.",Low,70,11,0,Neutral
04-10-2024 19:53,AI Ethics in Industry,Guest Lecture,ME,4,"AI Ethics in Industry (Guest Lecture) was interactive sessions, good pace, very engaging.",High,89,13,0.6801,Positive
09-05-2025 23:47,Sustainability Hack Night,Hackathon,AE,5,"Sustainability Hack Night (Hackathon) was useful takeaways, very engaging, inspiring.",High,85,10,0.8258,Positive
27-06-2025 17:48,Sustainability Hack Night,Hackathon,MBA,5,"Sustainability Hack Night (Hackathon) was very engaging, good pace.",High,67,9,0.707,Positive
25-02-2025 17:14,Smart City Hack,Hackathon,CHE,5,"Smart City Hack (Hackathon) was good pace, clear slides, useful takeaways.",High,74,11,0.8779,Positive
26-04-2025 04:17,Fusion Music Evening,Cultural Fest,MBA,3,"Fusion Music Evening (Cultural Fest) was okay overall, timing was manageable.",Medium,77,11,0.2263,Positive
17-05-2025 02:17,Cybersecurity Basics,Workshop,CHE,5,"Cybersecurity Basics (Workshop) was inspiring, clear slides, excellent speakers.",High,80,9,0.8442,Positive
26-05-2025 05:49,Power BI Essentials,Workshop,ECE,3,"Power BI Essentials (Workshop) was room was adequate, slides were decent.",Medium,73,11,0.2263,Positive
12-04-2025 02:09,Leadership & Teams,Seminar,CSE,5,"Leadership & Teams (Seminar) was clear slides, well organized, inspiring.",High,73,10,0.7579,Positive
19-01-2025 21:22,Campus Problem Solver,Hackathon,MBA,3,"Campus Problem Solver (Hackathon) was topics were fine, could be more interactive.",Medium,82,12,-0.2263,Negative
23-09-2024 03:42,IoT & Robotics Arena,Tech Fest,AE,4,"IoT & Robotics Arena (Tech Fest) was supportive volunteers, useful takeaways, hands-on and practical.",High,101,14,0.6249,Positive
07-07-2025 17:30,Colours of India,Cultural Fest,AE,5,"Colours of India (Cultural Fest) was interactive sessions, hands-on and practical.",High,82,11,0,Neutral
11-01-2025 21:20,24hr HealthTech Hack,Hackathon,ME,3,"24hr HealthTech Hack (Hackathon) was timing was manageable, okay overall.",Medium,73,10,0.2263,Positive
20-11-2024 02:59,Stagecraft Theatre,Cultural Fest,EEE,5,"Stagecraft Theatre (Cultural Fest) was well organized, excellent speakers, useful takeaways.",High,92,11,0.8271,Positive
03-01-2025 05:56,Cybersecurity Basics,Workshop,BIO,3,"Cybersecurity Basics (Workshop) was could be more interactive, average experience.",Medium,82,10,0,Neutral
05-11-2024 03:11,Power BI Essentials,Workshop,ME,5,"Power BI Essentials (Workshop) was great venue, excellent speakers.",High,67,9,0.8316,Positive
14-07-2025 19:25,Power BI Essentials,Workshop,IT,5,"Power BI Essentials (Workshop) was learnt a lot, interactive sessions, inspiring.",High,81,11,0.4215,Positive
20-10-2024 17:22,Art & Craft Pop-up,Cultural Fest,MBA,4,"Art & Craft Pop-up (Cultural Fest) was interactive sessions, hands-on and practical.",High,84,12,0,Neutral
19-12-2024 23:55,Sustainability Hack Night,Hackathon,BIO,2,"Sustainability Hack Night (Hackathon) had issues with too basic, too advanced.",Low,78,11,0.25,Positive
28-08-2024 22:11,Space Tech & You,Guest Lecture,BIO,5,"Space Tech & You (Guest Lecture) was very engaging, clear slides, good pace.",High,76,13,0.8162,Positive
14-07-2025 23:06,Sustainability Hack Night,Hackathon,MBA,4,"Sustainability Hack Night (Hackathon) was excellent speakers, clear slides.",High,75,9,0.743,Positive
06-01-2025 05:18,Campus Problem Solver,Hackathon,EEE,3,"Campus Problem Solver (Hackathon) was could be more interactive, slides were decent.",Medium,84,12,-0.4019,Negative
02-08-2025 03:01,Design Thinking in Practice,Seminar,AE,4,"Design Thinking in Practice (Seminar) was inspiring, interactive sessions, learnt a lot.",High,88,12,0.4215,Positive
28-08-2024 03:12,Figma for Beginners,Workshop,MBA,4,"Figma for Beginners (Workshop) was great venue, clear slides.",High,61,9,0.7717,Positive
15-10-2024 03:40,InnovateX Tech Expo,Tech Fest,IT,3,"InnovateX Tech Expo (Tech Fest) was okay overall, timing was manageable.",Medium,72,11,0.2263,Positive
05-07-2025 18:15,Green Energy Futures,Seminar,EEE,4,"Green Energy Futures (Seminar) was learnt a lot, well organized, interactive sessions.",High,86,12,0.4939,Positive
06-10-2024 02:20,Art & Craft Pop-up,Cultural Fest,CE,4,"Art & Craft Pop-up (Cultural Fest) was supportive volunteers, excellent speakers.",High,81,11,0.7096,Positive
29-12-2024 21:41,Campus Problem Solver,Hackathon,ME,4,"Campus Problem Solver (Hackathon) was supportive volunteers, very engaging.",High,75,9,0.2944,Positive
03-02-2025 21:22,AI Ethics in Industry,Guest Lecture,BIO,2,"AI Ethics in Industry (Guest Lecture) had issues with venue, air conditioning.",Low,78,12,0,Neutral
01-01-2025 21:23,FutureTech Showcase,Tech Fest,CSE,5,"FutureTech Showcase (Tech Fest) was good pace, great venue, well organized.",High,75,11,0.8442,Positive
